5,987,1039,1014,0,0,0,0,0
5,987,1038,1009,0,0,0,0,0
5,986,1038,1004,0,0,0,0,0
5,986,1037,999,0,0,0,0,0
4,986,1037,995,0,0,0,0,0
4,986,1037,993,0,0,0,0,0
4,986,1037,992,0,0,0,0,0
3,986,1037,992,0,0,0,0,0
3,986,1037,993,0,0,0,0,0
3,986,1037,994,0,0,0,0,0
4,986,1037,998,0,0,0,0,0
4,986,1037,1002,0,0,0,0,0
5,987,1038,1007,0,0,0,0,0
6,988,1038,1011,0,0,0,0,0
6,988,1038,1013,0,0,0,0,0
6,989,1039,1015,0,0,0,0,0
5,989,1039,1016,0,0,0,0,0
5,989,1039,1016,0,0,0,0,0
4,988,1039,1014,0,0,0,0,0
3,988,1039,1011,0,0,0,0,0
2,987,1038,1007,0,0,0,0,0
2,986,1038,1006,0,0,0,0,0
2,986,1038,1006,0,0,0,0,0
2,986,1038,1009,0,0,0,0,0
3,986,1038,1011,0,0,0,0,0
4,986,1038,1012,0,0,0,0,0
4,986,1038,1011,0,0,0,0,0
4,986,1038,1009,0,0,0,0,0
4,986,1038,1007,0,0,0,0,0
3,986,1038,1006,0,0,0,0,0
3,986,1039,1006,0,0,0,0,0
2,986,1039,1006,0,0,0,0,0
2,986,1039,1006,0,0,0,0,0
2,986,1039,1007,0,0,0,0,0
3,986,1039,1009,0,0,0,0,0
4,986,1039,1011,0,0,0,0,0
4,986,1039,1012,0,0,0,0,0
5,986,1039,1010,0,0,0,0,0
5,985,1038,1006,0,0,0,0,0
5,985,1038,1002,0,0,0,0,0
5,985,1037,999,0,0,0,0,0
5,986,1037,998,0,0,0,0,0
4,986,1037,999,0,0,0,0,0
4,986,1037,1001,0,0,0,0,0
4,986,1037,1003,0,0,0,0,0
4,986,1038,1005,0,0,0,0,0
4,986,1038,1006,0,0,0,0,0
4,986,1039,1006,0,0,0,0,0
3,986,1039,1006,0,0,0,0,0
3,986,1038,1004,0,0,0,0,0
3,986,1038,1000,0,0,0,0,0
3,986,1038,997,0,0,0,0,0
4,986,1037,994,0,0,0,0,0
5,987,1037,993,0,0,0,0,0
6,987,1037,994,0,0,0,0,0
7,988,1038,997,0,0,0,0,0
7,989,1038,1001,0,0,0,0,0
7,989,1038,1005,0,0,0,0,0
7,989,1038,1007,0,0,0,0,0
7,988,1038,1007,0,0,0,0,0
6,988,1038,1005,0,0,0,0,0
5,987,1038,1001,0,0,0,0,0
4,987,1038,999,0,0,0,0,0
3,987,1038,999,0,0,0,0,0
3,987,1038,1002,0,0,0,0,0
3,987,1038,1005,0,0,0,0,0
3,987,1038,1007,0,0,0,0,0
3,987,1038,1006,0,0,0,0,0
3,987,1038,1003,0,0,0,0,0
4,986,1038,999,0,0,0,0,0
4,986,1038,998,0,0,0,0,0
4,986,1038,999,0,0,0,0,0
4,986,1038,1002,0,0,0,0,0
5,986,1038,1006,0,0,0,0,0
5,987,1039,1009,0,0,0,0,0
5,987,1039,1010,0,0,0,0,0
5,987,1039,1011,0,0,0,0,0
5,987,1039,1010,0,0,0,0,0
5,987,1039,1010,0,0,0,0,0
5,987,1039,1010,0,0,0,0,0
5,987,1039,1010,0,0,0,0,0
6,987,1039,1010,0,0,0,0,0
6,987,1039,1010,0,0,0,0,0
5,987,1039,1010,0,0,0,0,0
5,987,1039,1010,0,0,0,0,0
5,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1038,1010,0,0,0,0,0
4,987,1038,1010,0,0,0,0,0
4,987,1038,1010,0,0,0,0,0
4,987,1038,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
5,987,1039,1010,0,0,0,0,0
5,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
3,987,1039,1010,0,0,0,0,0
3,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1038,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
3,987,1039,1010,0,0,0,0,0
3,987,1039,1010,0,0,0,0,0
2,987,1039,1010,0,0,0,0,0
2,987,1039,1010,0,0,0,0,0
2,987,1039,1010,0,0,0,0,0
3,987,1039,1010,0,0,0,0,0
3,986,1039,1010,0,0,0,0,0
4,986,1039,1010,0,0,0,0,0
4,986,1039,1010,0,0,0,0,0
3,987,1038,1010,0,0,0,0,0
3,987,1038,1010,0,0,0,0,0
3,987,1038,1010,0,0,0,0,0
3,987,1038,1010,0,0,0,0,0
3,987,1038,1010,0,0,0,0,0
3,987,1038,1010,0,0,0,0,0
3,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
4,987,1039,1010,0,0,0,0,0
